attendance,study_hours,IAT_marks,assignment,extracurricular_activity,consistency_rating,predicted_grade,confidence_level,predictor
99.62,2.91,31.22,24.51,Art & Design,9,C,100.0,fail
96.35,2.08,33.43,21.91,Student Council,10,C,100.0,fail
77.0,2.38,70.09,56.0,Technical Club,6,B,77.25,pass
92.1,9.08,87.36,46.62,Club Activity,2,A-,50.0,pass
76.05,4.68,52.87,55.06,Drama/Theatre,6,B,75.82,pass
81.18,4.66,54.47,41.02,NSS,9,B,100.0,pass
54.46,7.61,71.74,33.18,NSS,3,B,50.0,pass
87.76,1.54,49.19,75.13,Technical Club,9,B+,100.0,pass
56.39,4.87,31.86,61.17,Sports,2,C,50.0,fail
91.3,4.3,81.47,36.01,Music/Band,5,B+,61.22,pass
89.1,5.97,73.8,45.57,Photography Club,2,B+,50.0,pass
85.44,10.0,70.65,67.34,Student Council,7,A-,83.45,pass
51.81,7.69,81.92,25.78,Club Activity,10,B+,100.0,pass
65.16,3.98,77.27,31.8,Photography Club,9,B,100.0,pass
63.16,8.28,44.41,25.86,Student Council,7,B,83.88,pass
68.01,1.71,54.67,84.99,Cultural Activity,5,B,61.01,pass
54.38,0.3,38.83,80.19,NSS,4,C,58.02,fail
96.85,2.04,39.09,80.27,Entrepreneurship Cell,4,B,59.15,pass
77.69,3.4,77.33,77.31,Drama/Theatre,10,A-,100.0,pass
65.28,5.11,90.1,73.55,Photography Club,8,A-,98.22,pass
69.85,6.15,97.39,58.16,Cultural Activity,10,A-,100.0,pass
72.36,9.11,73.98,71.38,Entrepreneurship Cell,10,A-,100.0,pass
80.03,5.1,42.89,23.07,Drama/Theatre,10,B,100.0,pass
75.78,5.01,37.4,69.72,Student Council,10,B+,100.0,pass
95.97,0.5,86.9,82.23,Photography Club,10,A-,100.0,pass
74.85,0.35,70.51,60.03,Club Activity,1,C,50.0,fail
99.61,5.51,73.28,48.6,NSS,5,B+,68.81,pass
92.57,4.38,84.7,42.19,Student Council,2,B+,50.0,pass
60.43,8.39,79.23,71.42,NSS,9,A-,100.0,pass
96.53,1.61,88.41,75.42,Technical Club,7,A-,84.26,pass
55.82,0.25,33.93,89.68,Entrepreneurship Cell,10,B,100.0,pass
90.87,4.49,82.33,47.39,Art & Design,8,B+,90.31,pass
69.03,2.37,89.56,81.58,Entrepreneurship Cell,6,B+,76.95,pass
93.9,0.5,50.03,64.91,Art & Design,9,B,100.0,pass
93.4,7.25,74.83,90.63,Drama/Theatre,6,A,75.52,pass
90.3,1.12,51.99,62.22,Student Council,7,B,85.58,pass
89.5,6.08,97.06,61.41,Volunteering,7,A-,82.77,pass
65.23,2.81,32.34,66.23,NSS,9,B,100.0,pass
54.05,1.73,70.59,79.95,NSS,8,B,94.71,pass
70.15,3.8,41.66,97.18,Volunteering,1,B,50.0,pass
58.68,8.01,79.86,25.89,Sports,4,B,58.21,pass
84.75,3.92,42.31,24.27,Photography Club,7,C,84.51,fail
67.3,7.51,46.48,95.0,Student Council,8,A-,96.04,pass
98.78,1.25,64.61,62.39,Volunteering,7,B+,88.96,pass
82.05,7.73,94.04,69.19,Art & Design,3,A-,50.0,pass
91.12,2.37,44.82,58.59,Photography Club,4,B,58.9,pass
56.63,6.77,40.1,27.49,NSS,7,C,82.7,fail
93.1,5.66,83.13,81.45,Entrepreneurship Cell,8,A-,90.35,pass
96.14,9.29,65.04,79.78,Art & Design,7,A,82.61,pass
74.35,3.87,93.82,44.94,Student Council,6,B+,72.79,pass
80.31,0.66,40.26,44.5,Club Activity,9,C,100.0,fail
88.24,0.19,75.21,87.03,Entrepreneurship Cell,9,B+,100.0,pass
58.74,8.27,46.3,25.79,Club Activity,7,B,80.82,pass
75.13,5.25,40.97,90.49,Drama/Theatre,8,B+,91.35,pass
69.93,7.75,77.84,40.53,Photography Club,6,B+,71.56,pass
57.32,2.34,71.56,67.44,Art & Design,1,B,50.0,pass
68.38,3.45,82.84,94.88,Art & Design,1,B+,50.0,pass
53.41,0.3,51.66,74.25,Art & Design,6,C,78.6,fail
51.29,9.61,61.36,53.15,Sports,2,B+,50.0,pass
56.76,6.68,58.38,75.16,Art & Design,8,B+,92.02,pass
98.16,9.33,98.89,47.52,Club Activity,1,A-,50.0,pass
77.48,2.65,50.46,42.18,Sports,2,C,50.0,fail
98.29,6.11,50.64,99.73,Drama/Theatre,8,A-,93.59,pass
71.62,6.78,54.82,80.06,Technical Club,6,B+,79.15,pass
65.59,3.18,69.52,71.58,Cultural Activity,10,B+,100.0,pass
75.31,8.48,47.66,48.42,Drama/Theatre,2,B,50.0,pass
71.98,9.47,94.07,23.93,Music/Band,2,B+,50.0,pass
55.28,8.85,48.6,22.48,Sports,7,B,80.29,pass
82.04,7.39,92.71,64.33,Club Activity,5,A-,60.64,pass
60.8,2.77,37.24,80.96,Club Activity,5,B,65.38,pass
80.98,2.82,75.96,62.99,Student Council,8,B+,97.19,pass
82.51,9.63,93.49,87.26,NSS,7,A,82.15,pass
57.6,0.1,41.81,22.67,Art & Design,9,C,100.0,fail
53.07,7.16,97.78,49.34,Photography Club,4,B+,58.11,pass
89.04,7.06,61.7,38.97,Club Activity,10,B+,100.0,pass
72.99,6.23,96.2,55.78,Art & Design,4,B+,57.46,pass
52.91,9.9,77.38,25.79,Volunteering,2,B,50.0,pass
99.74,3.12,51.11,96.33,NSS,3,B+,50.0,pass
52.89,3.4,43.18,37.86,Volunteering,1,C,50.0,fail
84.75,0.79,51.26,93.78,Photography Club,1,B,50.0,pass
99.18,4.43,36.51,54.07,Entrepreneurship Cell,7,B,83.45,pass
61.96,2.61,40.07,98.84,Art & Design,5,B,64.11,pass
57.11,3.43,37.33,64.32,Sports,3,C,50.0,fail
56.07,8.35,59.61,94.47,Music/Band,7,A-,82.04,pass
65.16,9.35,85.69,20.43,NSS,2,B+,50.0,pass
55.05,1.86,39.9,79.86,Photography Club,3,C,50.0,fail
84.61,3.73,39.12,92.24,Sports,1,B,50.0,pass
53.11,9.29,75.04,31.18,Club Activity,8,B+,91.8,pass
75.47,0.62,43.8,27.69,Music/Band,2,C,50.0,fail
99.83,0.92,36.83,53.97,Technical Club,7,B,84.55,pass
90.7,1.63,41.68,94.69,Club Activity,9,B+,100.0,pass
80.76,5.95,94.66,63.39,Cultural Activity,6,A-,72.34,pass
65.31,1.5,87.5,62.2,Drama/Theatre,2,B,50.0,pass
81.19,9.68,54.78,31.29,NSS,2,B,50.0,pass
76.35,4.47,75.91,20.06,Photography Club,9,B,100.0,pass
71.3,5.02,67.61,84.81,Cultural Activity,10,A-,100.0,pass
56.54,2.47,77.4,27.01,Art & Design,8,B,92.66,pass
94.33,4.71,77.79,70.71,NSS,9,A-,100.0,pass
72.49,6.62,74.01,93.17,Entrepreneurship Cell,4,A-,56.69,pass
59.73,7.51,48.63,36.69,Entrepreneurship Cell,4,B,56.55,pass
68.39,7.54,32.73,73.22,Drama/Theatre,2,B,50.0,pass
70.71,5.78,61.89,26.3,NSS,10,B,100.0,pass
91.38,9.04,92.37,68.3,Sports,1,A-,50.0,pass
86.68,8.17,69.86,33.11,Volunteering,10,B+,100.0,pass
88.47,7.57,88.27,78.88,Student Council,4,A-,53.21,pass
50.55,0.56,99.41,44.1,Sports,10,B,100.0,pass
70.81,0.07,41.45,57.07,Drama/Theatre,10,C,100.0,fail
74.07,2.12,78.42,67.95,Photography Club,8,B+,90.94,pass
50.96,6.64,77.2,33.7,Entrepreneurship Cell,2,B,50.0,pass
62.99,4.11,98.6,79.33,NSS,8,A-,90.52,pass
88.01,4.02,98.99,44.21,Sports,1,B+,50.0,pass
56.86,8.85,78.07,72.99,Volunteering,1,B+,50.0,pass
76.77,8.96,47.05,32.66,Cultural Activity,4,B,52.94,pass
60.76,9.09,85.9,75.05,Sports,7,A-,87.63,pass
50.61,3.14,37.49,30.26,Art & Design,9,C,100.0,fail
62.06,6.91,84.65,54.03,Cultural Activity,5,B+,62.46,pass
98.79,2.72,93.71,39.78,Drama/Theatre,2,B+,50.0,pass
90.08,1.91,56.8,79.87,Cultural Activity,7,B+,87.48,pass
97.98,1.85,74.14,40.96,NSS,2,B,50.0,pass
74.39,3.42,60.11,90.54,Music/Band,9,B+,100.0,pass
55.49,4.3,60.64,91.35,Music/Band,9,B+,100.0,pass
77.4,8.31,51.73,35.72,Technical Club,3,B,50.0,pass
72.72,1.2,83.35,69.11,Art & Design,8,B+,96.4,pass
92.22,7.35,95.53,27.02,NSS,4,B+,51.73,pass
54.9,5.31,95.85,51.32,Drama/Theatre,3,B+,50.0,pass
74.41,2.88,42.23,77.07,Club Activity,1,B,50.0,pass
57.5,4.93,91.23,72.75,Music/Band,5,B+,65.92,pass
66.23,3.0,81.62,69.98,Drama/Theatre,4,B+,57.34,pass
86.87,5.96,47.7,42.6,Cultural Activity,1,B,50.0,pass
73.8,4.34,34.71,50.24,Sports,10,B,100.0,pass
68.79,1.64,48.76,28.24,Music/Band,8,C,97.22,fail
69.72,1.17,93.85,77.52,NSS,8,B+,96.15,pass
72.97,5.47,74.32,60.31,Music/Band,8,B+,91.51,pass
89.25,9.02,80.47,76.7,Volunteering,3,A-,50.0,pass
94.6,3.44,48.0,39.92,Volunteering,6,B,79.36,pass
97.77,7.33,80.36,45.96,Volunteering,7,A-,81.37,pass
89.35,6.59,31.97,46.74,Art & Design,9,B,100.0,pass
65.77,9.32,56.27,22.06,Photography Club,5,B,62.59,pass
84.41,8.21,73.87,47.28,Music/Band,9,A-,100.0,pass
71.88,5.67,40.23,84.26,Technical Club,6,B+,77.22,pass
62.73,6.57,87.61,91.78,Entrepreneurship Cell,10,A,100.0,pass
92.04,8.98,46.45,61.46,Drama/Theatre,10,A-,100.0,pass
51.92,4.0,75.66,56.44,Photography Club,10,B+,100.0,pass
95.09,3.27,58.36,22.47,Volunteering,4,C,57.97,fail
73.07,0.11,71.72,90.34,Cultural Activity,1,B,50.0,pass
81.86,8.27,37.52,21.04,NSS,1,C,50.0,fail
82.97,8.01,31.18,95.58,Art & Design,10,A-,100.0,pass
94.76,1.04,93.67,59.14,Student Council,5,B+,61.68,pass
81.83,5.77,48.87,47.35,Volunteering,3,B,50.0,pass
80.7,4.64,87.38,93.94,Drama/Theatre,5,A-,65.5,pass
53.33,1.19,99.95,21.95,Cultural Activity,5,C,61.22,fail
75.92,9.81,44.8,66.51,NSS,1,B+,50.0,pass
57.51,2.15,48.56,63.91,Sports,8,B,90.72,pass
86.87,0.67,76.4,37.55,Club Activity,5,B,67.44,pass
75.61,5.95,97.58,54.31,Cultural Activity,5,B+,67.12,pass
84.01,7.39,94.11,72.18,Technical Club,9,A,100.0,pass
52.08,0.32,65.2,78.17,Cultural Activity,8,B,95.6,pass
54.24,6.59,85.66,20.06,Cultural Activity,1,B,50.0,pass
85.82,5.32,39.5,94.95,Photography Club,3,B+,50.0,pass
53.6,1.03,98.42,33.16,Technical Club,7,B,89.07,pass
53.56,1.73,97.5,38.69,Sports,1,C,50.0,fail
50.61,5.68,41.46,41.08,Art & Design,1,C,50.0,fail
97.83,2.96,50.96,23.03,Music/Band,5,C,68.11,fail
86.88,9.38,37.01,29.84,NSS,9,B+,100.0,pass
67.66,8.19,49.02,98.91,Cultural Activity,6,A-,75.7,pass
64.83,9.84,87.12,45.22,Cultural Activity,10,A-,100.0,pass
67.49,2.6,56.48,29.22,Entrepreneurship Cell,2,C,50.0,fail
88.73,9.7,36.19,28.56,Technical Club,9,B+,100.0,pass
83.07,4.31,53.96,77.56,Drama/Theatre,6,B+,76.28,pass
59.26,3.48,98.7,88.37,Cultural Activity,5,A-,61.73,pass
58.71,0.5,74.08,40.56,Cultural Activity,5,C,62.59,fail
54.92,0.53,59.13,21.67,Technical Club,3,C,50.0,fail
83.02,6.92,41.66,37.85,Drama/Theatre,6,B,72.33,pass
88.22,4.58,99.03,24.52,Technical Club,4,B+,55.89,pass
63.25,2.27,87.46,28.27,Photography Club,10,B,100.0,pass
51.05,6.14,49.7,54.52,Art & Design,2,B,50.0,pass
54.11,2.53,34.9,38.39,Cultural Activity,3,C,50.0,fail
98.39,5.78,33.96,61.28,Volunteering,9,B+,100.0,pass
64.77,3.59,38.43,40.28,NSS,9,C,100.0,fail
88.46,8.24,70.65,95.24,Drama/Theatre,6,A,71.87,pass
81.23,8.21,95.01,92.48,Volunteering,10,A,100.0,pass
69.1,4.77,64.77,65.34,Technical Club,10,B+,100.0,pass
60.28,3.51,89.01,48.35,Entrepreneurship Cell,9,B+,100.0,pass
56.07,3.63,61.21,50.49,Cultural Activity,4,B,57.5,pass
80.75,8.06,79.6,52.95,Entrepreneurship Cell,5,A-,61.76,pass
88.73,3.28,81.23,78.21,Photography Club,10,A-,100.0,pass
82.2,2.09,42.18,56.13,Entrepreneurship Cell,6,B,70.28,pass
76.52,0.85,55.29,88.54,Technical Club,9,B+,100.0,pass
52.1,4.67,74.61,95.53,Photography Club,5,B+,61.73,pass
98.42,4.82,34.95,46.88,Entrepreneurship Cell,8,B,90.54,pass
89.94,8.41,55.31,64.86,Music/Band,1,B+,50.0,pass
64.64,2.21,67.44,27.6,Music/Band,5,C,68.37,fail
99.0,3.81,99.74,36.04,Art & Design,10,A-,100.0,pass
80.09,8.08,63.22,53.08,Cultural Activity,1,B+,50.0,pass
79.12,8.24,87.12,36.5,Cultural Activity,10,A-,100.0,pass
87.4,3.85,60.24,90.12,Volunteering,6,B+,73.25,pass
90.59,4.59,85.75,32.66,Photography Club,7,B+,81.51,pass
82.82,3.03,71.68,56.45,Student Council,5,B,66.21,pass
56.4,9.33,92.06,68.46,Cultural Activity,1,A-,50.0,pass
66.91,1.19,58.77,75.35,Art & Design,6,B,76.13,pass
96.4,9.34,72.3,50.65,Drama/Theatre,10,A-,100.0,pass
61.23,6.84,74.1,89.53,Entrepreneurship Cell,5,A-,65.46,pass
68.61,5.32,59.22,65.47,Drama/Theatre,6,B+,76.28,pass
71.6,0.33,40.1,55.16,Technical Club,10,C,100.0,fail
71.97,4.76,36.55,25.38,Volunteering,7,C,82.99,fail
80.65,4.08,31.17,57.18,Entrepreneurship Cell,7,B,83.59,pass
97.15,1.61,91.15,85.66,Photography Club,2,B+,50.0,pass
62.03,6.56,46.55,69.16,Entrepreneurship Cell,3,B,50.0,pass
56.08,9.71,44.81,86.57,Sports,6,B+,71.79,pass
59.87,5.62,81.52,59.52,Photography Club,3,B+,50.0,pass
94.35,7.15,52.4,29.48,Club Activity,2,B,50.0,pass
82.29,0.68,65.42,21.09,Technical Club,4,C,54.19,fail
64.3,4.18,41.38,44.26,Cultural Activity,5,C,61.78,fail
90.8,1.16,97.18,75.84,Technical Club,10,A-,100.0,pass
93.07,6.13,89.61,83.22,Photography Club,9,A,100.0,pass
92.33,9.38,90.47,43.66,Sports,3,A-,50.0,pass
95.95,6.62,58.47,59.65,Club Activity,3,B+,50.0,pass
62.61,0.77,83.37,53.69,Photography Club,6,B,78.97,pass
87.75,3.55,40.07,52.84,Sports,5,B,61.36,pass
73.03,5.51,30.6,38.51,Sports,6,C,72.5,fail
92.1,4.03,31.4,30.91,Music/Band,7,C,85.43,fail
86.42,8.34,71.06,35.74,Entrepreneurship Cell,3,B+,50.0,pass
88.82,8.15,61.88,24.43,Drama/Theatre,5,B+,60.36,pass
82.81,6.12,66.26,35.85,Photography Club,8,B+,99.84,pass
58.87,3.73,30.52,20.74,Photography Club,4,C,54.55,fail
77.25,2.55,59.59,70.18,Student Council,10,B+,100.0,pass
99.23,1.06,80.26,45.31,Photography Club,2,B,50.0,pass
96.87,3.55,60.99,97.85,Cultural Activity,4,A-,51.74,pass
52.16,4.13,81.26,35.5,Art & Design,2,C,50.0,fail
58.24,6.76,46.31,47.67,Volunteering,3,B,50.0,pass
56.59,6.58,86.92,48.63,Technical Club,4,B+,54.14,pass
86.3,0.7,71.19,20.68,Cultural Activity,4,C,59.52,fail
90.89,3.95,44.75,87.14,Entrepreneurship Cell,10,B+,100.0,pass
60.68,1.82,46.57,22.56,Music/Band,9,C,100.0,fail
75.29,1.57,73.96,95.21,Drama/Theatre,10,A-,100.0,pass
92.04,8.27,88.1,91.37,Technical Club,6,A,74.35,pass
86.64,0.42,59.09,62.84,Volunteering,9,B,100.0,pass
77.11,4.19,48.08,63.49,Student Council,4,B,50.58,pass
79.52,1.68,90.69,72.3,Entrepreneurship Cell,9,B+,100.0,pass
75.42,8.79,76.85,50.96,Cultural Activity,9,A-,100.0,pass
64.88,5.57,61.37,71.78,Art & Design,6,B+,78.17,pass
78.25,2.31,64.15,23.58,Drama/Theatre,5,C,68.25,fail
84.44,5.02,44.3,24.32,NSS,3,C,50.0,fail
93.67,7.31,73.88,56.58,Cultural Activity,5,A-,63.24,pass
81.81,9.58,55.11,63.97,Entrepreneurship Cell,3,B+,50.0,pass
88.06,2.2,99.7,91.03,Sports,5,A-,65.97,pass
58.0,8.86,63.61,28.37,Sports,5,B,62.87,pass
73.08,9.34,64.01,85.81,Art & Design,2,A-,50.0,pass
50.47,9.16,69.61,36.8,Club Activity,9,B+,100.0,pass
62.33,6.35,94.17,51.53,Art & Design,7,B+,80.55,pass
86.32,6.3,86.06,45.33,Drama/Theatre,6,B+,70.03,pass
99.59,4.03,61.58,52.01,Sports,5,B+,61.01,pass
54.96,7.52,80.31,32.04,Student Council,4,B,57.92,pass
70.07,5.31,71.04,60.29,Student Council,8,B+,99.61,pass
90.0,6.77,64.47,84.13,Sports,2,A-,50.0,pass
60.2,4.28,43.46,55.32,Drama/Theatre,8,B,95.13,pass
77.75,7.31,62.48,59.25,Music/Band,1,B+,50.0,pass
86.65,8.24,47.21,87.9,Volunteering,10,A-,100.0,pass
80.8,1.46,94.04,76.48,Volunteering,1,B+,50.0,pass
59.4,8.33,53.48,59.24,Drama/Theatre,3,B,50.0,pass
67.77,5.4,96.66,40.62,NSS,5,B+,69.33,pass
89.19,8.45,67.31,90.79,Volunteering,6,A,71.96,pass
77.71,4.31,74.21,66.16,Technical Club,4,B+,57.65,pass
50.26,3.79,68.01,37.69,Volunteering,7,B,80.24,pass
88.05,9.15,39.06,41.53,Technical Club,7,B+,83.75,pass
51.77,2.51,56.31,84.25,Sports,2,B,50.0,pass
87.29,8.44,36.94,23.53,Music/Band,2,B,50.0,pass
60.12,4.84,73.61,99.37,Art & Design,2,B+,50.0,pass
97.9,5.14,61.28,30.43,Music/Band,2,B,50.0,pass
68.4,3.08,84.46,83.69,Volunteering,9,A-,100.0,pass
66.35,5.73,45.43,51.58,Volunteering,5,B,63.01,pass
57.44,3.25,41.52,59.38,Photography Club,8,B,96.57,pass
65.28,0.39,58.44,90.45,Drama/Theatre,5,B,69.19,pass
93.83,2.72,94.86,53.03,Art & Design,5,B+,64.01,pass
99.82,0.06,79.73,63.0,Volunteering,1,B,50.0,pass
68.42,9.78,59.32,23.94,Club Activity,6,B+,72.71,pass
72.43,9.66,66.21,20.19,Club Activity,4,B,58.54,pass
86.1,3.95,35.89,39.58,NSS,3,C,50.0,fail
94.31,7.28,98.92,74.45,Sports,6,A,74.55,pass
79.65,3.46,76.65,29.7,Technical Club,2,B,50.0,pass
69.58,6.71,49.98,29.1,Music/Band,8,B,94.5,pass
70.63,8.05,71.01,52.88,Sports,1,B+,50.0,pass
84.78,9.47,37.66,71.83,Technical Club,9,A-,100.0,pass
50.16,4.0,97.61,76.97,Technical Club,8,B+,98.84,pass
80.98,7.83,42.23,34.28,Cultural Activity,1,B,50.0,pass
67.77,2.66,75.36,26.37,Photography Club,10,B,100.0,pass
89.71,9.9,47.18,95.23,Volunteering,9,A,100.0,pass
54.65,0.26,80.23,40.85,NSS,2,C,50.0,fail
79.41,6.04,84.38,88.27,Volunteering,3,A-,50.0,pass
74.05,6.6,77.14,89.08,NSS,2,A-,50.0,pass
82.12,6.88,73.01,81.8,Sports,8,A-,93.34,pass
53.24,1.2,92.47,33.51,Entrepreneurship Cell,2,C,50.0,fail
79.0,9.39,35.5,85.74,Entrepreneurship Cell,10,A-,100.0,pass
78.07,1.81,53.16,81.54,Drama/Theatre,2,B,50.0,pass
78.03,6.23,47.38,67.74,Drama/Theatre,1,B,50.0,pass
80.17,2.23,99.16,46.98,Sports,7,B+,82.17,pass
83.82,3.07,57.26,41.0,Art & Design,2,C,50.0,fail
90.25,5.46,81.28,29.75,Club Activity,10,B+,100.0,pass
63.49,4.17,77.93,60.78,Photography Club,5,B+,65.2,pass
91.25,1.6,44.85,66.82,Technical Club,5,B,64.01,pass
74.91,1.71,46.73,48.75,NSS,3,C,50.0,fail
53.85,4.18,49.69,58.03,Student Council,3,C,50.0,fail
52.93,7.57,58.78,49.08,Entrepreneurship Cell,3,B,50.0,pass
66.71,8.98,46.4,71.28,Volunteering,6,B+,71.79,pass
89.24,0.84,31.38,92.1,Sports,4,B,55.85,pass
85.38,3.93,91.56,33.11,Technical Club,3,B,50.0,pass
89.43,1.0,97.59,50.51,Entrepreneurship Cell,2,B,50.0,pass
75.86,0.17,53.91,31.27,NSS,3,C,50.0,fail
72.01,6.62,53.7,70.0,Music/Band,4,B+,53.71,pass
57.37,6.02,30.5,78.31,Art & Design,6,B,70.75,pass
66.41,1.63,77.62,94.55,Volunteering,4,B+,59.58,pass
71.7,2.34,87.78,42.31,Drama/Theatre,8,B,94.35,pass
54.43,0.24,40.26,96.02,Sports,3,C,50.0,fail
61.03,8.35,41.18,25.06,Entrepreneurship Cell,3,C,50.0,fail
79.91,9.75,85.31,68.24,Drama/Theatre,3,A-,50.0,pass
86.78,1.35,73.14,24.57,NSS,8,B,92.05,pass
99.92,2.31,33.14,91.5,Drama/Theatre,4,B,57.55,pass
96.66,8.68,73.58,62.38,Entrepreneurship Cell,1,A-,50.0,pass
82.13,9.26,51.62,73.55,Entrepreneurship Cell,2,B+,50.0,pass
71.06,4.2,55.81,86.53,Volunteering,10,B+,100.0,pass
81.81,0.51,83.88,32.02,Club Activity,2,C,50.0,fail
89.28,0.39,86.77,23.09,Entrepreneurship Cell,3,C,50.0,fail
55.92,5.74,58.02,90.31,Technical Club,6,B+,73.4,pass
70.5,3.93,96.3,45.19,Club Activity,8,B+,93.11,pass
91.99,0.29,58.45,30.32,Sports,1,C,50.0,fail
69.19,5.83,84.03,57.48,Club Activity,9,B+,100.0,pass
78.59,0.11,63.87,67.86,Cultural Activity,1,C,50.0,fail
79.39,7.87,92.83,22.48,Entrepreneurship Cell,10,A-,100.0,pass
59.22,3.06,93.54,41.99,Technical Club,2,B,50.0,pass
68.11,0.4,36.12,22.62,NSS,3,C,50.0,fail
66.73,5.88,95.55,53.63,Technical Club,7,B+,83.75,pass
51.31,3.98,87.79,91.61,Cultural Activity,9,A-,100.0,pass
51.21,9.74,85.39,98.61,Student Council,3,A-,50.0,pass
91.58,5.44,44.06,70.96,Club Activity,8,B+,98.74,pass
63.65,2.75,86.36,32.93,Technical Club,9,B,100.0,pass
75.9,7.09,89.51,92.47,Drama/Theatre,10,A,100.0,pass
64.94,2.71,50.24,61.3,NSS,7,B,88.86,pass
97.03,9.04,96.66,32.3,Entrepreneurship Cell,4,A-,52.71,pass
62.96,3.75,33.49,93.74,Entrepreneurship Cell,4,B,50.39,pass
71.48,5.5,40.49,80.6,Music/Band,4,B,58.48,pass
93.64,0.51,67.63,78.54,Sports,6,B+,78.64,pass
92.1,4.26,70.31,76.73,Sports,4,B+,55.96,pass
59.31,8.32,75.16,36.03,Photography Club,5,B+,65.74,pass
90.13,8.06,31.19,36.88,Sports,9,B+,100.0,pass
72.91,2.24,97.23,75.06,Technical Club,7,B+,87.86,pass
74.15,2.26,33.12,37.58,Club Activity,8,C,98.9,fail
56.67,8.17,40.01,55.09,Technical Club,5,B,65.53,pass
54.03,9.3,30.98,82.56,Entrepreneurship Cell,5,B+,69.68,pass
86.4,0.95,69.68,82.72,Volunteering,7,B+,89.96,pass
74.82,4.5,95.26,56.26,Drama/Theatre,8,B+,91.17,pass
71.84,3.37,76.62,83.38,Entrepreneurship Cell,9,A-,100.0,pass
86.48,8.71,87.59,87.09,Music/Band,2,A,50.0,pass
88.28,0.84,30.93,72.38,Music/Band,3,C,50.0,fail
57.95,2.11,67.94,38.27,Drama/Theatre,2,C,50.0,fail
80.51,7.52,62.17,41.92,Cultural Activity,10,B+,100.0,pass
56.77,0.51,64.93,45.19,Art & Design,7,C,85.06,fail
87.57,4.93,35.05,29.34,Entrepreneurship Cell,2,C,50.0,fail
82.85,4.42,77.91,41.85,Entrepreneurship Cell,2,B,50.0,pass
97.83,3.34,65.23,36.76,Volunteering,2,B,50.0,pass
53.45,3.95,83.56,56.43,NSS,4,B,59.39,pass
52.85,5.3,63.97,92.68,Music/Band,1,B+,50.0,pass
64.11,1.61,40.46,28.36,Sports,2,C,50.0,fail
